County,Heat,Wet Bulb,Farm Crop Yields,Sea Level Rise,Very Large Fires,Economic Damages,Score
"Pocahontas County, IA",4,5,3,1,1,5,12
"Scott County, IA",4,5,4,1,1,4,12
"Shelby County, IA",4,4,4,1,1,5,12
"Story County, IA",4,5,4,1,1,4,12
"Warren County, IA",4,4,4,1,1,5,12
"Webster County, IA",4,5,4,1,1,4,12
"Boone County, KY",4,5,3,1,1,5,12
"Carter County, KY",3,4,4,1,2,5,12
"Clark County, KY",4,5,3,1,1,5,12
"Cumberland County, KY",4,4,4,1,1,5,12
"Estill County, KY",4,4,3,1,2,5,12
"Fayette County, KY",4,5,3,1,1,5,12
"Floyd County, KY",3,4,4,1,2,5,12
"Garrard County, KY",4,4,4,1,1,5,12
"Grant County, KY",4,5,3,1,1,5,12
"Grayson County, KY",4,4,4,1,1,5,12
"Greenup County, KY",4,4,3,1,2,5,12
"Harrison County, KY",4,4,4,1,1,5,12
"Jessamine County, KY",4,5,3,1,1,5,12
"Johnson County, KY",3,4,4,1,2,5,12
"Knox County, KY",4,4,3,1,2,5,12
"Lawrence County, KY",4,4,3,1,2,5,12
"Nicholas County, KY",4,4,4,1,1,5,12
"Owen County, KY",4,5,3,1,1,5,12
"Owsley County, KY",3,4,4,1,2,5,12
"Pendleton County, KY",4,5,3,1,1,5,12
"Robertson County, KY",4,4,4,1,1,5,12
"Russell County, KY",4,4,3,1,2,5,12
"Scott County, KY",4,5,3,1,1,5,12
"Wayne County, KY",4,4,3,1,2,5,12
"Wolfe County, KY",3,4,4,1,2,5,12
"Woodford County, KY",4,5,3,1,1,5,12
"Montgomery County, MD",4,4,5,1,1,4,12
"St. Mary's County, MD",4,4,3,4,1,4,12
"Clearwater County, MN",3,1,3,1,6,4,12
"Crow Wing County, MN",3,2,3,1,5,4,12
"Morrison County, MN",4,4,3,1,3,4,12
"Golden Valley County, MT",4,1,3,1,5,4,12
"Lincoln County, MT",6,1,1,1,6,4,12
"Powder River County, MT",6,1,1,1,6,4,12
"Roosevelt County, MT",4,1,4,1,4,4,12
"Boyd County, NE",4,2,5,1,1,5,12
"Buffalo County, NE",4,1,6,1,1,5,12
"Butler County, NE",4,1,6,1,1,5,12
"Cass County, NE",4,2,5,1,1,5,12
"Cheyenne County, NE",6,1,4,1,2,5,12
"Dawson County, NE",4,2,5,1,1,5,12
"Dodge County, NE",4,2,5,1,1,5,12
"Hayes County, NE",6,1,4,1,2,5,12
"Keith County, NE",6,2,4,1,1,5,12
"Keya Paha County, NE",4,1,6,1,1,5,12
"Loup County, NE",4,1,5,1,2,5,12
"Nance County, NE",4,2,5,1,1,5,12
"Polk County, NE",4,1,6,1,1,5,12
"Saunders County, NE",4,2,5,1,1,5,12
"Sheridan County, NE",4,1,4,1,3,5,12
"Sioux County, NE",6,1,4,1,2,5,12
"Thurston County, NE",4,4,4,1,1,5,12
"Mercer County, NJ",4,4,3,3,1,5,12
"Monmouth County, NJ",4,2,3,4,1,5,12
"Catron County, NM",7,1,1,1,6,4,12
"Guadalupe County, NM",7,1,1,1,5,5,12
"Otero County, NM",3,1,1,1,7,5,12
"Alamance County, NC",6,2,4,1,1,5,12
"Granville County, NC",6,1,5,1,1,5,12
"Polk County, NC",3,1,7,1,1,5,12
"Transylvania County, NC",6,4,3,1,2,5,12
"Vance County, NC",6,4,3,1,1,5,12
"Billings County, ND",4,2,4,1,3,4,12
"Bowman County, ND",4,1,4,1,3,5,12
"Hettinger County, ND",4,1,4,1,3,5,12
"McKenzie County, ND",4,2,3,1,4,4,12
"Slope County, ND",4,1,4,1,3,5,12
"Fairfield County, OH",4,5,3,1,1,5,12
"Hamilton County, OH",4,5,3,1,1,5,12
"Jackson County, OH",4,4,3,1,2,5,12
"Pike County, OH",4,4,3,1,2,5,12
"Putnam County, OH",4,5,3,1,1,5,12
"Ross County, OH",4,4,3,1,2,5,12
"Van Wert County, OH",4,5,3,1,1,5,12
"Vinton County, OH",4,4,3,1,2,5,12
"Washington County, OH",4,4,3,1,2,5,12
"Clackamas County, OR",3,1,3,1,5,5,12
"Crook County, OR",4,1,1,1,7,4,12
"Sherman County, OR",4,1,1,1,6,5,12
"Wheeler County, OR",4,1,1,1,7,4,12
"Berks County, PA",4,4,3,1,2,5,12
"Bucks County, PA",3,5,3,3,1,5,12
"Anderson County, SC",6,2,4,1,1,5,12
"Laurens County, SC",6,1,5,1,1,5,12
"Bon Homme County, SD",4,2,5,1,1,5,12
"Faulk County, SD",4,2,4,1,2,5,12
"Hand County, SD",4,2,4,1,2,5,12
"Hyde County, SD",4,2,4,1,2,5,12
"Lawrence County, SD",3,1,4,1,5,4,12
"Potter County, SD",6,2,3,1,2,5,12
"Sanborn County, SD",4,2,5,1,1,5,12
"Clay County, TN",4,4,4,1,1,5,12
"Grundy County, TN",6,2,3,1,2,5,12
"Knox County, TN",4,2,4,1,2,5,12
"Loudon County, TN",4,4,3,1,2,5,12
"Marion County, TN",6,2,3,1,2,5,12
"Moore County, TN",4,2,5,1,1,5,12
"Scott County, TN",4,2,4,1,2,5,12
"Warren County, TN",6,4,3,1,1,5,12
"White County, TN",4,4,3,1,2,5,12
"Blanco County, TX",9,4,1,1,2,5,12
"Childress County, TX",9,4,1,1,2,5,12
"Crane County, TX",9,2,1,1,3,5,12
"Eastland County, TX",9,4,1,1,2,5,12
"Ector County, TX",9,2,1,1,3,5,12
"Foard County, TX",9,4,1,1,2,5,12
"Hall County, TX",9,4,1,1,2,5,12
"King County, TX",9,4,1,1,2,5,12
"Knox County, TX",9,4,1,1,2,5,12
"McMullen County, TX",10,4,1,1,1,5,12
"Parmer County, TX",6,1,6,1,1,4,12
"Sabine County, TX",7,2,1,1,1,7,12
"Scurry County, TX",9,4,1,1,2,5,12
"Sterling County, TX",9,2,1,1,3,5,12
"Stonewall County, TX",9,4,1,1,2,5,12
"Morgan County, UT",6,1,1,1,6,4,12
"Sanpete County, UT",4,1,1,1,7,4,12
"Wayne County, UT",6,1,1,1,6,4,12
"Caroline County, VA",4,2,4,3,1,5,12
"Dinwiddie County, VA",4,2,6,1,1,4,12
"Fairfax County, VA",4,4,4,3,1,4,12
"Loudoun County, VA",4,2,5,1,2,4,12
"Hampton city, VA",4,5,1,4,2,5,12
"Norfolk city, VA",4,5,1,4,2,5,12
"Portsmouth city, VA",4,5,1,4,2,5,12
"Asotin County, WA",6,1,1,1,6,4,12
"Franklin County, WA",6,1,5,1,1,5,12
"Snohomish County, WA",3,2,3,4,3,4,12
"Stevens County, WA",4,1,1,1,7,4,12
"Cabell County, WV",4,4,4,1,2,4,12
"Jackson County, WV",4,5,3,1,2,4,12
"Kanawha County, WV",4,4,4,1,2,4,12
"Pleasants County, WV",4,4,4,1,2,4,12
"Ritchie County, WV",4,4,4,1,2,4,12
"Douglas County, WI",3,5,3,1,3,4,12
"Albany County, WY",3,1,3,1,6,4,12
"Converse County, WY",6,1,1,1,6,4,12
"Crook County, WY",4,1,1,1,7,4,12
"Hot Springs County, WY",6,1,3,1,4,4,12
"Johnson County, WY",4,1,1,1,7,4,12
"Mathews County, VA",4,5,1,6,1,5,12
"Cherokee County, AL",4,1,4,1,2,5,11
"DeKalb County, AL",4,1,4,1,2,5,11
"Dallas County, AR",6,7,1,1,1,4,11
"Calaveras County, CA",3,1,1,1,6,5,11
"Monterey County, CA",4,2,3,3,1,5,11
"Dolores County, CO",4,1,3,1,4,4,11
"Garfield County, CO",4,1,1,1,6,4,11
"Logan County, CO",6,2,4,1,1,4,11
"Rio Blanco County, CO",4,1,1,1,6,4,11
"New Castle County, DE",4,2,4,3,1,4,11
"Manatee County, FL",7,4,1,4,1,4,11
"Coweta County, GA",4,1,5,1,1,5,11
"Douglas County, GA",6,1,4,1,1,5,11
"Fulton County, GA",6,1,4,1,1,5,11
"Hart County, GA",4,1,5,1,1,5,11
"Oconee County, GA",6,1,4,1,1,5,11
"Shoshone County, ID",4,1,1,1,6,4,11
"Valley County, ID",3,1,1,1,7,4,11
"Kane County, IL",4,5,3,1,1,4,11
"Lake County, IL",4,5,3,1,1,4,11
"McDonough County, IL",4,4,4,1,1,4,11
"Stephenson County, IL",4,5,3,1,1,4,11
"Winnebago County, IL",4,5,3,1,1,4,11
"Allen County, IN",4,4,3,1,1,5,11
"Blackford County, IN",4,4,3,1,1,5,11
"Delaware County, IN",4,4,3,1,1,5,11
"Elkhart County, IN",3,5,3,1,1,5,11
"Fulton County, IN",3,5,3,1,1,5,11
"Jay County, IN",4,4,3,1,1,5,11
"LaGrange County, IN",4,4,3,1,1,5,11
"Marshall County, IN",3,5,3,1,1,5,11
"Pulaski County, IN",3,5,3,1,1,5,11
"St. Joseph County, IN",3,5,3,1,1,5,11
"Adair County, IA",4,2,4,1,1,5,11
"Adams County, IA",4,2,4,1,1,5,11
"Benton County, IA",4,4,3,1,1,5,11
"Cerro Gordo County, IA",4,5,3,1,1,4,11
"Clarke County, IA",4,1,4,1,2,5,11
"Clay County, IA",4,5,3,1,1,4,11
"Clinton County, IA",3,4,3,1,2,5,11
"Franklin County, IA",4,5,3,1,1,4,11
"Grundy County, IA",4,5,3,1,1,4,11
"Guthrie County, IA",4,2,4,1,1,5,11
"Hardin County, IA",4,5,3,1,1,4,11
"Iowa County, IA",4,4,3,1,1,5,11
"Jackson County, IA",4,4,3,1,2,4,11
"Madison County, IA",4,2,4,1,1,5,11
"Marshall County, IA",4,5,3,1,1,4,11
"Monona County, IA",4,2,4,1,1,5,11
"Montgomery County, IA",4,2,4,1,1,5,11
"Plymouth County, IA",4,2,4,1,1,5,11
"Ringgold County, IA",4,2,4,1,1,5,11
"Sac County, IA",4,4,3,1,1,5,11
"Sioux County, IA",4,4,4,1,1,4,11
"Tama County, IA",4,5,3,1,1,4,11
"Taylor County, IA",4,2,4,1,1,5,11
"Union County, IA",4,2,4,1,1,5,11
"Wright County, IA",4,5,3,1,1,4,11
"Bourbon County, KY",4,4,3,1,1,5,11
"Bracken County, KY",4,4,3,1,1,5,11
"Breathitt County, KY",3,2,4,1,2,5,11
"Clinton County, KY",4,4,3,1,1,5,11
"Lee County, KY",3,4,3,1,2,5,11
"Lincoln County, KY",4,4,3,1,1,5,11
"McCreary County, KY",4,2,3,1,2,5,11
"Magoffin County, KY",3,2,4,1,2,5,11
"Mason County, KY",4,5,3,1,1,4,11
"Morgan County, KY",3,4,3,1,2,5,11
"Perry County, KY",3,2,4,1,2,5,11
"Sabine Parish, LA",9,4,1,1,1,5,11
"Winn Parish, LA",9,4,1,1,1,5,11
"Allegany County, MD",6,2,3,1,2,4,11
"Calvert County, MD",4,1,4,4,1,4,11
"Cecil County, MD",4,1,4,4,1,4,11
"Berrien County, MI",4,5,3,1,1,4,11
"Mackinac County, MI",3,4,3,1,3,4,11
"St. Joseph County, MI",4,5,3,1,1,4,11
"Blue Earth County, MN",4,5,3,1,1,4,11
"Carlton County, MN",3,4,3,1,3,4,11
"Kimble County, TX",9,2,1,1,2,5,11
"Faribault County, MN",4,5,3,1,1,4,11
"Le Sueur County, MN",4,5,3,1,1,4,11
"McLeod County, MN",4,5,3,1,1,4,11
"Martin County, MN",4,5,3,1,1,4,11
"Pine County, MN",3,4,3,1,3,4,11
"Beaverhead County, MT",3,1,1,1,7,4,11
"Cascade County, MT",4,1,1,1,6,4,11
"Daniels County, MT",4,1,4,1,3,4,11
"Gallatin County, MT",4,1,1,1,6,4,11
"Missoula County, MT",4,1,1,1,6,4,11
"Sheridan County, MT",4,1,4,1,3,4,11
"Toole County, MT",3,1,3,1,5,4,11
"Wheatland County, MT",3,1,3,1,5,4,11
"Wibaux County, MT",4,1,4,1,3,4,11
"Arthur County, NE",6,1,3,1,2,5,11
"Banner County, NE",4,1,4,1,2,5,11
"Boone County, NE",4,1,5,1,1,5,11
"Box Butte County, NE",4,1,4,1,2,5,11
"Brown County, NE",4,1,5,1,1,5,11
"Burt County, NE",4,2,4,1,1,5,11
"Cedar County, NE",4,1,5,1,1,5,11
"Chase County, NE",6,1,4,1,1,5,11
"Cuming County, NE",4,2,4,1,1,5,11
"Dakota County, NE",4,2,4,1,1,5,11
"Dawes County, NE",4,1,4,1,2,5,11
"Deuel County, NE",6,1,4,1,1,5,11
"Garfield County, NE",4,1,5,1,1,5,11
"Greeley County, NE",4,1,5,1,1,5,11
"Knox County, NE",4,1,5,1,1,5,11
"Lincoln County, NE",4,1,3,1,3,5,11
"Logan County, NE",6,1,3,1,2,5,11
"McPherson County, NE",6,1,3,1,2,5,11
"Morrill County, NE",4,1,4,1,2,5,11
"Perkins County, NE",6,1,4,1,1,5,11
"Pierce County, NE",4,2,4,1,1,5,11
"Rock County, NE",4,1,5,1,1,5,11
"Stanton County, NE",4,2,4,1,1,5,11
"Valley County, NE",4,1,5,1,1,5,11
"Washington County, NE",4,1,5,1,1,5,11
"Wheeler County, NE",4,1,5,1,1,5,11
"Douglas County, NV",6,1,1,1,6,4,11
"Hudson County, NJ",4,5,1,4,1,5,11
"Somerset County, NJ",4,4,3,1,1,5,11
"Lincoln County, NM",3,1,1,1,6,5,11
"Columbia County, NY",3,5,3,3,1,4,11
"Dutchess County, NY",3,5,3,3,1,4,11
"Greene County, NY",3,4,3,4,1,4,11
"Orange County, NY",3,4,3,3,2,4,11
"Rensselaer County, NY",3,5,3,3,1,4,11
"Richmond County, NY",4,5,1,4,1,5,11
"Suffolk County, NY",3,2,3,4,1,5,11
"Ulster County, NY",3,4,3,4,1,4,11
"Westchester County, NY",3,4,3,3,1,5,11
"Cabarrus County, NC",6,1,4,1,1,5,11
"Franklin County, NC",6,1,4,1,1,5,11
"Wake County, NC",4,1,5,1,1,5,11
"Warren County, NC",4,2,4,1,1,5,11
"Dunn County, ND",4,1,4,1,3,4,11
"Sioux County, ND",4,2,3,1,3,4,11
"Brown County, OH",4,4,3,1,1,5,11
"Butler County, OH",4,4,3,1,1,5,11
"Champaign County, OH",4,4,3,1,1,5,11
"Coshocton County, OH",3,4,3,1,2,5,11
"Defiance County, OH",4,5,3,1,1,4,11
"Delaware County, OH",4,4,3,1,1,5,11
"Franklin County, OH",4,4,3,1,1,5,11
"Hardin County, OH",4,4,3,1,1,5,11
"Harrison County, OH",3,4,3,1,2,5,11
"Lawrence County, OH",3,4,3,1,2,5,11
"Lucas County, OH",4,5,3,1,1,4,11
"Madison County, OH",4,4,3,1,1,5,11
"Marion County, OH",4,4,3,1,1,5,11
"Morgan County, OH",3,4,3,1,2,5,11
"Muskingum County, OH",3,4,3,1,2,5,11
"Paulding County, OH",4,4,3,1,1,5,11
"Pickaway County, OH",4,4,3,1,1,5,11
"Sandusky County, OH",4,5,3,1,1,4,11
"Seneca County, OH",4,5,3,1,1,4,11
"Shelby County, OH",4,4,3,1,1,5,11
"Tuscarawas County, OH",3,4,3,1,2,5,11
"Union County, OH",4,4,3,1,1,5,11
"Wood County, OH",4,5,3,1,1,4,11
"Wyandot County, OH",4,4,3,1,1,5,11
"Greer County, OK",9,4,1,1,2,4,11
"Jackson County, OK",9,4,1,1,2,4,11
"Johnston County, OK",9,4,1,1,2,4,11
"Jefferson County, OR",4,1,1,1,6,4,11
"Multnomah County, OR",3,4,3,3,1,5,11
"Cumberland County, PA",4,4,3,1,2,4,11
"Greene County, PA",3,4,3,1,2,5,11
"Juniata County, PA",4,2,3,1,2,5,11
"Perry County, PA",4,2,3,1,2,5,11
"Beadle County, SD",4,2,4,1,1,5,11
"Buffalo County, SD",4,1,5,1,1,5,11
"Clay County, SD",4,1,5,1,1,5,11
"Davison County, SD",4,2,4,1,1,5,11
"Hanson County, SD",4,2,4,1,1,5,11
"Jerauld County, SD",4,2,4,1,1,5,11
"Todd County, SD",6,2,3,1,1,5,11
"Bledsoe County, TN",4,2,3,1,2,5,11
"Campbell County, TN",4,1,4,1,2,5,11
"Claiborne County, TN",4,2,3,1,2,5,11
"Cocke County, TN",4,2,3,1,2,5,11
"Coffee County, TN",4,4,3,1,1,5,11
"DeKalb County, TN",4,4,3,1,1,5,11
"Franklin County, TN",4,2,3,1,2,5,11
"Hamblen County, TN",4,2,3,1,2,5,11
"Jefferson County, TN",4,2,3,1,2,5,11
"McMinn County, TN",4,2,3,1,2,5,11
"Meigs County, TN",4,2,3,1,2,5,11
"Monroe County, TN",4,2,3,1,2,5,11
"Overton County, TN",4,4,3,1,1,5,11
"Rhea County, TN",4,2,3,1,2,5,11
"Sequatchie County, TN",4,2,3,1,2,5,11
"Baylor County, TX",9,4,1,1,1,5,11
"Brown County, TX",9,4,1,1,1,5,11
"Coke County, TX",9,2,1,1,2,5,11
"Dickens County, TX",9,2,1,1,2,5,11
"Hardeman County, TX",9,2,1,1,2,5,11
"Irion County, TX",9,2,1,1,2,5,11
"Jeff Davis County, TX",4,1,1,1,6,5,11
"Kendall County, TX",9,2,1,1,2,5,11
"Kent County, TX",9,2,1,1,2,5,11
"Lampasas County, TX",9,4,1,1,1,5,11
"Mason County, TX",9,2,1,1,2,5,11
"Menard County, TX",9,2,1,1,2,5,11
"Mills County, TX",9,4,1,1,1,5,11
"Mitchell County, TX",9,2,1,1,2,5,11
"Motley County, TX",9,2,1,1,2,5,11
"Palo Pinto County, TX",9,4,1,1,1,5,11
"Parker County, TX",9,4,1,1,1,5,11
"Rains County, TX",9,4,1,1,1,5,11
"Real County, TX",7,2,1,1,2,6,11
"Shackelford County, TX",9,4,1,1,1,5,11
"Stephens County, TX",9,4,1,1,1,5,11
"Young County, TX",9,4,1,1,1,5,11
"Garfield County, UT",3,1,1,1,7,4,11
"Summit County, UT",4,1,1,1,6,4,11
"Wasatch County, UT",6,1,1,1,6,4,11
"Amelia County, VA",4,1,6,1,1,4,11
"Buckingham County, VA",4,1,6,1,1,4,11
"Fluvanna County, VA",4,2,5,1,1,4,11
"Henry County, VA",4,1,6,1,1,4,11
"Lunenburg County, VA",6,2,4,1,1,4,11
"Mecklenburg County, VA",6,2,4,1,1,4,11
"Orange County, VA",4,2,5,1,1,4,11
"Westmoreland County, VA",4,2,3,4,1,4,11
"York County, VA",4,5,1,4,1,5,11
"Colonial Heights city, VA",6,5,1,4,1,4,11
"Clark County, WA",3,2,3,3,3,4,11
"Columbia County, WA",6,1,5,1,1,4,11
"Pacific County, WA",3,4,3,4,1,4,11
"Pierce County, WA",3,2,3,3,3,4,11
"Berkeley County, WV",4,2,4,1,2,4,11
"Braxton County, WV",3,4,4,1,2,4,11
"Brooke County, WV",3,4,3,1,2,5,11
"Hancock County, WV",3,4,3,1,2,5,11
"Jefferson County, WV",4,2,4,1,2,4,11
"Marion County, WV",4,4,3,1,2,4,11
"Morgan County, WV",4,2,4,1,2,4,11
"Tyler County, WV",3,4,4,1,2,4,11
"Wirt County, WV",3,4,4,1,2,4,11
"Bayfield County, WI",3,4,3,1,3,4,11
"Oneida County, WI",3,4,3,1,3,4,11
"Price County, WI",3,4,3,1,3,4,11
"Rock County, WI",4,5,3,1,1,4,11
"Rusk County, WI",3,4,3,1,3,4,11
"Sawyer County, WI",3,4,3,1,3,4,11
"Walworth County, WI",3,5,4,1,1,4,11
"Washburn County, WI",3,5,3,1,2,4,11
"Campbell County, WY",4,1,1,1,6,4,11
"Carbon County, WY",3,1,1,1,7,4,11
"Goshen County, WY",6,1,4,1,2,4,11
"Weston County, WY",4,1,1,1,6,4,11
"Bradley County, AR",7,4,1,1,1,5,10
"Garland County, AR",7,4,1,1,2,4,10
"Ouachita County, AR",7,4,1,1,1,5,10
"Van Buren County, AR",6,5,1,1,2,4,10
"Alameda County, CA",6,1,1,4,3,4,10
"Mono County, CA",3,1,1,1,6,4,10
"Adams County, CO",6,1,3,1,2,4,10
"Arapahoe County, CO",6,1,3,1,2,4,10
"Broomfield County, CO",6,1,3,1,2,4,10
"Jefferson County, CO",3,1,3,1,4,4,10
"Lincoln County, CO",4,1,3,1,3,4,10
"Morgan County, CO",6,1,4,1,1,4,10
"Sedgwick County, CO",6,1,4,1,1,4,10
"Washington County, CO",6,1,4,1,1,4,10
"Weld County, CO",4,1,3,1,3,4,10
"Yuma County, CO",6,1,4,1,1,4,10
"Fairfield County, CT",3,5,1,4,1,5,10
"Franklin County, GA",4,1,4,1,1,5,10
"Madison County, GA",6,1,3,1,1,5,10
"Quitman County, GA",6,2,1,1,1,6,10
"Stephens County, GA",3,1,5,1,1,5,10
"Bonner County, ID",4,1,1,1,6,4,10
"Clark County, ID",3,1,1,1,6,4,10
"Kootenai County, ID",4,1,1,1,6,4,10
"Nez Perce County, ID",3,1,1,1,6,5,10
"DuPage County, IL",3,5,3,1,1,4,10
"Ogle County, IL",3,5,3,1,1,4,10
"DeKalb County, IN",3,4,3,1,1,5,10
"Kosciusko County, IN",3,4,3,1,1,5,10
"Noble County, IN",3,4,3,1,1,5,10
"Steuben County, IN",3,4,3,1,1,5,10
"Wayne County, IN",4,2,3,1,1,5,10
"Whitley County, IN",3,4,3,1,1,5,10
"Buchanan County, IA",3,5,3,1,1,4,10
"Buena Vista County, IA",3,5,3,1,1,4,10
"Butler County, IA",3,5,3,1,1,4,10
"Cass County, IA",4,2,4,1,1,4,10
"Cherokee County, IA",4,4,3,1,1,4,10
"Clayton County, IA",4,4,3,1,1,4,10
"Delaware County, IA",3,5,3,1,1,4,10
"Hancock County, IA",3,5,3,1,1,4,10
"Jones County, IA",4,4,3,1,1,4,10
"Kossuth County, IA",3,5,3,1,1,4,10
"Linn County, IA",4,4,3,1,1,4,10
"Mitchell County, IA",3,5,3,1,1,4,10
"Poweshiek County, IA",4,4,3,1,1,4,10
"Winnebago County, IA",3,5,3,1,1,4,10
"Winneshiek County, IA",4,4,3,1,1,4,10
"Woodbury County, IA",4,2,4,1,1,4,10
"Bell County, KY",4,2,3,1,2,4,10
"Boyd County, KY",3,4,3,1,2,4,10
"Webster Parish, LA",7,4,1,1,1,5,10
"Hancock County, ME",3,4,1,3,1,6,10
"Baltimore County, MD",4,1,4,3,1,4,10
"Harford County, MD",4,1,4,3,1,4,10
"Washington County, MD",4,2,3,1,2,4,10
"Suffolk County, MA",3,4,1,6,1,5,10
"Baraga County, MI",3,2,3,1,3,4,10
"Bay County, MI",3,5,3,1,1,4,10
"Cheboygan County, MI",3,4,3,1,2,4,10
"Gogebic County, MI",3,4,3,1,2,4,10
"Hillsdale County, MI",4,4,3,1,1,4,10
"Monroe County, MI",3,5,3,1,1,4,10
"Oakland County, MI",4,4,3,1,1,4,10
"Oscoda County, MI",3,4,3,1,2,4,10
"Otsego County, MI",3,4,3,1,2,4,10
"Ottawa County, MI",3,5,3,1,1,4,10
"Van Buren County, MI",3,5,3,1,1,4,10
"Wayne County, MI",4,4,3,1,1,4,10
"Brown County, MN",3,5,3,1,1,4,10
"Cottonwood County, MN",4,4,3,1,1,4,10
"Freeborn County, MN",3,5,3,1,1,4,10
"Hubbard County, MN",3,1,3,1,4,4,10
"Mille Lacs County, MN",3,2,3,1,3,4,10
"Nicollet County, MN",3,5,3,1,1,4,10
"Ramsey County, MN",3,5,3,1,1,4,10
"Renville County, MN",4,4,3,1,1,4,10
"Sibley County, MN",3,5,3,1,1,4,10
"Waseca County, MN",4,4,3,1,1,4,10
"Oregon County, MO",6,4,1,1,2,5,10
"St. Louis city, MO",6,5,1,1,1,5,10
"Broadwater County, MT",4,1,1,1,6,4,10
"Madison County, MT",3,1,1,1,6,4,10
"Meagher County, MT",3,1,1,1,6,4,10
"Mineral County, MT",4,1,1,1,6,4,10
"Pondera County, MT",3,1,3,1,4,4,10
"Antelope County, NE",4,1,4,1,1,5,10
"Dixon County, NE",4,1,4,1,1,5,10
"Kimball County, NE",4,1,3,1,2,5,10
"Madison County, NE",4,1,4,1,1,5,10
"Scotts Bluff County, NE",4,1,4,1,1,5,10
"Wayne County, NE",4,1,4,1,1,5,10
"Esmeralda County, NV",9,2,1,1,1,5,10
"Bergen County, NJ",3,5,1,4,1,5,10
"Essex County, NJ",4,5,1,3,1,5,10
"Hunterdon County, NJ",4,2,3,1,1,5,10
"Passaic County, NJ",4,5,1,3,1,5,10
"Warren County, NJ",4,2,3,1,2,4,10
"Colfax County, NM",3,1,1,1,6,4,10
"Mora County, NM",3,1,3,1,5,3,10
"Bronx County, NY",4,5,1,3,1,5,10
"Queens County, NY",4,5,1,3,1,5,10
"Saratoga County, NY",3,5,3,1,1,4,10
"Wayne County, NY",3,5,3,1,1,4,10
"Caswell County, NC",6,2,3,1,1,4,10
"Mecklenburg County, NC",4,1,4,1,1,5,10
"Orange County, NC",4,1,4,1,1,5,10
"Randolph County, NC",4,1,5,1,1,4,10
"Stanly County, NC",4,1,4,1,1,5,10
"Wilkes County, NC",4,2,3,1,2,4,10
"Adams County, ND",4,1,3,1,3,4,10
"Golden Valley County, ND",4,1,3,1,3,4,10
"Grant County, ND",4,1,3,1,3,4,10
"McIntosh County, ND",4,2,3,1,1,5,10
"Sargent County, ND",4,2,3,1,1,5,10
"Stark County, ND",4,1,3,1,3,4,10
"Adams County, OH",3,4,3,1,1,5,10
"Athens County, OH",3,2,3,1,2,5,10
"Auglaize County, OH",3,4,3,1,1,5,10
"Belmont County, OH",3,4,3,1,2,4,10
"Carroll County, OH",3,2,3,1,2,5,10
"Clark County, OH",4,2,3,1,1,5,10
"Clermont County, OH",4,2,3,1,1,5,10
"Clinton County, OH",3,4,3,1,1,5,10
"Darke County, OH",3,4,3,1,1,5,10
"Fayette County, OH",3,4,3,1,1,5,10
"Greene County, OH",3,4,3,1,1,5,10
"Hancock County, OH",4,4,3,1,1,4,10
"Henry County, OH",3,4,3,1,1,5,10
"Highland County, OH",3,4,3,1,1,5,10
"Hocking County, OH",3,4,3,1,1,5,10
"Huron County, OH",3,5,3,1,1,4,10
"Jefferson County, OH",3,4,3,1,2,4,10
"Licking County, OH",3,4,3,1,1,5,10
"Logan County, OH",3,4,3,1,1,5,10
"Mercer County, OH",3,4,3,1,1,5,10
"Monroe County, OH",3,2,3,1,2,5,10
"Morrow County, OH",3,4,3,1,1,5,10
"Ottawa County, OH",3,5,3,1,1,4,10
"Perry County, OH",3,4,3,1,1,5,10
"Preble County, OH",4,2,3,1,1,5,10
"Williams County, OH",4,4,3,1,1,4,10
"Cherokee County, OK",7,4,1,1,2,4,10
"Cotton County, OK",9,4,1,1,1,4,10
"Marshall County, OK",9,4,1,1,1,4,10
"Pushmataha County, OK",7,2,1,1,3,4,10
"Woods County, OK",9,4,1,1,1,4,10
"Allegheny County, PA",3,4,3,1,2,4,10
"Armstrong County, PA",3,4,3,1,2,4,10
"Beaver County, PA",3,4,3,1,2,4,10
"Butler County, PA",3,4,3,1,2,4,10
"Centre County, PA",3,4,3,1,2,4,10
"Chester County, PA",3,4,3,1,1,5,10
"Clinton County, PA",3,4,3,1,2,4,10
"Delaware County, PA",4,5,1,3,1,5,10
"Fayette County, PA",3,4,3,1,2,4,10
"Franklin County, PA",4,2,3,1,2,4,10
"Jefferson County, PA",3,4,3,1,2,4,10
"Lackawanna County, PA",3,4,3,1,2,4,10
"Lancaster County, PA",4,1,4,1,1,5,10
"Lawrence County, PA",3,4,3,1,2,4,10
"Luzerne County, PA",3,4,3,1,2,4,10
"Mifflin County, PA",4,2,3,1,2,4,10
"Schuylkill County, PA",4,2,3,1,2,4,10
"Washington County, PA",3,4,3,1,2,4,10
"Westmoreland County, PA",3,4,3,1,2,4,10
"Aurora County, SD",4,1,4,1,1,5,10
"Campbell County, SD",4,2,3,1,1,5,10
"Hutchinson County, SD",4,1,4,1,1,5,10
"Lincoln County, SD",4,1,4,1,1,5,10
"McCook County, SD",4,1,4,1,1,5,10
"McPherson County, SD",4,2,3,1,1,5,10
"Marshall County, SD",4,2,3,1,1,5,10
"Miner County, SD",3,2,4,1,1,5,10
"Oglala Lakota County, SD",1,1,4,1,3,5,10
"Roberts County, SD",4,2,3,1,1,5,10
"Spink County, SD",4,1,4,1,1,5,10
